,Well,Absorbance,Cell_Type,Dilution,GROUP ID
1571,B1,1.9855,Healthy,2e+06,
1572,B2,2.4775,Healthy,1e+06,
1573,B3,2.3125,Healthy,5e+05,
1574,B4,0.9115,Healthy,250000,
1575,B5,0.5785,Healthy,125000,
1576,B6,0.2535,Healthy,62500,
1577,B7,0.0535,Healthy,31250,
1578,B8,-0.0065,Healthy,15625,
1579,B9,-0.0425,Healthy,7812.5,
1580,B10,-0.0505,Healthy,3906.25,
1581,C1,2.2945,Healthy,2e+06,
1582,C2,2.5225,Healthy,1e+06,
1583,C3,1.0775,Healthy,5e+05,
1584,C4,1.0955,Healthy,250000,
1585,C5,0.5595,Healthy,125000,
1586,C6,0.2105,Healthy,62500,
1587,C7,0.0455,Healthy,31250,
1588,C8,-0.0345,Healthy,15625,
1589,C9,-0.0485,Healthy,7812.5,
1590,C10,-0.0535,Healthy,3906.25,
1591,D1,-0.0755,Diseased,2e+06,
1592,D2,-0.0815,Diseased,1e+06,
1593,D3,-0.0125,Diseased,5e+05,
1594,D4,-0.1015,Diseased,250000,
1595,D5,-0.1255,Diseased,125000,
1596,D6,-0.1335,Diseased,62500,
1597,D7,-0.1325,Diseased,31250,
1598,D8,-0.1485,Diseased,15625,
1599,D9,-0.1485,Diseased,7812.5,
1600,D10,-0.1395,Diseased,3906.25,
1601,E1,0.6485,Diseased,2e+06,
1602,E2,0.4505,Diseased,1e+06,
1603,E3,0.1055,Diseased,5e+05,
1604,E4,0.0035,Diseased,250000,
1605,E5,-0.0685,Diseased,125000,
1606,E6,-0.1065,Diseased,62500,
1607,E7,-0.1175,Diseased,31250,
1608,E8,-0.1305,Diseased,15625,
1609,E9,-0.1285,Diseased,7812.5,
1610,E10,-0.1485,Diseased,3906.25,
1611,F1,0.3905,Diseased,2e+06,
1612,F2,0.3085,Diseased,1e+06,
1613,F3,0.0685,Diseased,5e+05,
1614,F4,-0.0205,Diseased,250000,
1615,F5,-0.1005,Diseased,125000,
1616,F6,-0.1185,Diseased,62500,
1617,F7,-0.1175,Diseased,31250,
1618,F8,-0.1425,Diseased,15625,
1619,F9,-0.1475,Diseased,7812.5,
1620,F10,-0.1455,Diseased,3906.25,
1621,A1,2.50875,Healthy,2e+06,
1622,A2,1.48575,Healthy,1e+06,
1623,A3,0.49175,Healthy,5e+05,
1624,A4,0.33775,Healthy,250000,
1625,A5,0.22775,Healthy,125000,
1626,A6,0.11075,Healthy,62500,
1627,A7,0.03675,Healthy,31250,
1628,A8,0.04375,Healthy,15625,
1629,A9,0.04275,Healthy,7812.5,
1630,A10,0.02975,Healthy,3906.25,
1631,B1,2.70675,Healthy,2e+06,
1632,B2,2.09375,Healthy,1e+06,
1633,B3,0.63975,Healthy,5e+05,
1634,B4,0.90275,Healthy,250000,
1635,B5,0.30775,Healthy,125000,
1636,B6,0.13775,Healthy,62500,
1637,B7,0.06475,Healthy,31250,
1638,B8,0.05575,Healthy,15625,
1639,B9,0.03975,Healthy,7812.5,
1640,B10,0.02875,Healthy,3906.25,
1641,C1,3.03775,Healthy,2e+06,
1642,C2,1.47175,Healthy,1e+06,
1643,C3,1.32975,Healthy,5e+05,
1644,C4,0.25675,Healthy,250000,
1645,C5,0.20575,Healthy,125000,
1646,C6,0.23775,Healthy,62500,
1647,C7,0.04775,Healthy,31250,
1648,C8,0.04375,Healthy,15625,
1649,C9,0.03575,Healthy,7812.5,
1650,C10,0.01675,Healthy,3906.25,
1651,D1,1.09175,Diseased,2e+06,
1652,D2,1.03775,Diseased,1e+06,
1653,D3,0.62975,Diseased,5e+05,
1654,D4,0.31175,Diseased,250000,
1655,D5,0.19675,Diseased,125000,
1656,D6,0.02075,Diseased,62500,
1657,D7,-0.05825,Diseased,31250,
1658,D8,-0.04325,Diseased,15625,
1659,D9,-0.03325,Diseased,7812.5,
1660,D10,-0.04525,Diseased,3906.25,
1661,E1,0.75775,Diseased,2e+06,
1662,E2,0.96975,Diseased,1e+06,
1663,E3,0.60275,Diseased,5e+05,
1664,E4,0.13775,Diseased,250000,
1665,E5,0.02575,Diseased,125000,
1666,E6,-0.02125,Diseased,62500,
1667,E7,-0.05525,Diseased,31250,
1668,E8,-0.05125,Diseased,15625,
1669,E9,-0.04525,Diseased,7812.5,
1670,E10,-0.05625,Diseased,3906.25,
1671,F1,0.64775,Diseased,2e+06,
1672,F2,0.98775,Diseased,1e+06,
1673,F3,0.41175,Diseased,5e+05,
1674,F4,0.19675,Diseased,250000,
1675,F5,0.04675,Diseased,125000,
1676,F6,-0.03425,Diseased,62500,
1677,F7,-0.05925,Diseased,31250,
1678,F8,-0.05025,Diseased,15625,
1679,F9,-0.06325,Diseased,7812.5,
1680,F10,-0.07025,Diseased,3906.25,
1681,A1,1.496666667,Healthy,2e+06,
1682,A2,1.431666667,Healthy,1e+06,
1683,A3,0.958666667,Healthy,5e+05,
1684,A4,0.497666667,Healthy,250000,
1685,A5,0.277666667,Healthy,125000,
1686,A6,0.061666667,Healthy,62500,
1687,A7,0.082666667,Healthy,31250,
1688,A8,0.007666667,Healthy,15625,
1689,A9,-0.015333333,Healthy,7812.5,
1690,A10,-0.008333333,Healthy,3906.25,
1691,B1,2.058666667,Healthy,2e+06,
1692,B2,1.803666667,Healthy,1e+06,
1693,B3,1.215666667,Healthy,5e+05,
1694,B4,0.504666667,Healthy,250000,
1695,B5,0.342666667,Healthy,125000,
1696,B6,0.072666667,Healthy,62500,
1697,B7,0.042666667,Healthy,31250,
1698,B8,0.002666667,Healthy,15625,
1699,B9,-0.002333333,Healthy,7812.5,
1700,B10,-0.024333333,Healthy,3906.25,
1701,C1,2.125666667,Healthy,2e+06,
1702,C2,2.006666667,Healthy,1e+06,
1703,C3,1.155666667,Healthy,5e+05,
1704,C4,0.368666667,Healthy,250000,
1705,C5,0.178666667,Healthy,125000,
1706,C6,0.210666667,Healthy,62500,
1707,C7,0.149666667,Healthy,31250,
1708,C8,0.039666667,Healthy,15625,
1709,C9,-0.005333333,Healthy,7812.5,
1710,C10,-0.010333333,Healthy,3906.25,
1711,D1,1.441666667,Diseased,2e+06,
1712,D2,0.871666667,Diseased,1e+06,
1713,D3,0.352666667,Diseased,5e+05,
1714,D4,0.223666667,Diseased,250000,
1715,D5,0.034666667,Diseased,125000,
1716,D6,-0.014333333,Diseased,62500,
1717,D7,0.009666667,Diseased,31250,
1718,D8,-0.075333333,Diseased,15625,
1719,D9,-0.080333333,Diseased,7812.5,
1720,D10,-0.108333333,Diseased,3906.25,
1721,E1,0.921666667,Diseased,2e+06,
1722,E2,0.851666667,Diseased,1e+06,
1723,E3,0.562666667,Diseased,5e+05,
1724,E4,0.228666667,Diseased,250000,
1725,E5,0.068666667,Diseased,125000,
1726,E6,-0.007333333,Diseased,62500,
1727,E7,-0.074333333,Diseased,31250,
1728,E8,-0.092333333,Diseased,15625,
1729,E9,-0.081333333,Diseased,7812.5,
1730,E10,-0.092333333,Diseased,3906.25,
1731,F1,1.023666667,Diseased,2e+06,
1732,F2,0.772666667,Diseased,1e+06,
1733,F3,0.532666667,Diseased,5e+05,
1734,F4,0.195666667,Diseased,250000,
1735,F5,-0.024333333,Diseased,125000,
1736,F6,-0.059333333,Diseased,62500,
1737,F7,-0.072333333,Diseased,31250,
1738,F8,-0.099333333,Diseased,15625,
1739,F9,-0.091333333,Diseased,7812.5,
1740,F10,-0.097333333,Diseased,3906.25,
1741,A1,2.2825,Healthy,2e+06,
1742,A2,1.4815,Healthy,1e+06,
1743,A3,0.4965,Healthy,5e+05,
1744,A4,0.3685,Healthy,250000,
1745,A5,0.1955,Healthy,125000,
1746,A6,0.1845,Healthy,62500,
1747,A7,0.0835,Healthy,31250,
1748,A8,0.0335,Healthy,15625,
1749,A9,0.0395,Healthy,7812.5,
1750,A10,-0.0135,Healthy,3906.25,
1751,B1,3.1175,Healthy,2e+06,
1752,B2,1.8925,Healthy,1e+06,
1753,B3,1.1595,Healthy,5e+05,
1754,B4,0.3305,Healthy,250000,
1755,B5,0.1645,Healthy,125000,
1756,B6,0.1435,Healthy,62500,
1757,B7,0.1765,Healthy,31250,
1758,B8,0.1295,Healthy,15625,
1759,B9,0.0335,Healthy,7812.5,
1760,B10,0.0265,Healthy,3906.25,
1761,C1,1.9685,Healthy,2e+06,
1762,C2,2.1575,Healthy,1e+06,
1763,C3,1.6425,Healthy,5e+05,
1764,C4,0.8095,Healthy,250000,
1765,C5,0.3545,Healthy,125000,
1766,C6,0.3905,Healthy,62500,
1767,C7,0.1395,Healthy,31250,
1768,C8,0.0665,Healthy,15625,
1769,C9,0.0195,Healthy,7812.5,
1770,C10,0.0315,Healthy,3906.25,
1771,D1,0.9115,Diseased,2e+06,
1772,D2,0.8455,Diseased,1e+06,
1773,D3,0.3945,Diseased,5e+05,
1774,D4,0.3535,Diseased,250000,
1775,D5,0.1245,Diseased,125000,
1776,D6,-0.0075,Diseased,62500,
1777,D7,-0.0355,Diseased,31250,
1778,D8,-0.0605,Diseased,15625,
1779,D9,-0.0735,Diseased,7812.5,
1780,D10,-0.0735,Diseased,3906.25,
1781,E1,1.6525,Diseased,2e+06,
1782,E2,1.2645,Diseased,1e+06,
1783,E3,0.7095,Diseased,5e+05,
1784,E4,0.8205,Diseased,250000,
1785,E5,0.0995,Diseased,125000,
1786,E6,0.0545,Diseased,62500,
1787,E7,-0.0235,Diseased,31250,
1788,E8,-0.0785,Diseased,15625,
1789,E9,-0.0705,Diseased,7812.5,
1790,E10,-0.1015,Diseased,3906.25,
1791,F1,1.6315,Diseased,2e+06,
1792,F2,0.9765,Diseased,1e+06,
1793,F3,0.5935,Diseased,5e+05,
1794,F4,0.1765,Diseased,250000,
1795,F5,0.0985,Diseased,125000,
1796,F6,-0.0225,Diseased,62500,
1797,F7,-0.0685,Diseased,31250,
1798,F8,-0.0715,Diseased,15625,
1799,F9,-0.0875,Diseased,7812.5,
1800,F10,-0.0995,Diseased,3906.25,
1801,A1,1.988333333,Healthy,2e+06,
1802,A2,2.333333333,Healthy,1e+06,
1803,A3,0.929333333,Healthy,5e+05,
1804,A4,0.293333333,Healthy,250000,
1805,A5,0.131333333,Healthy,125000,
1806,A6,0.048333333,Healthy,62500,
1807,A7,0.006333333,Healthy,31250,
1808,A8,-0.010666667,Healthy,15625,
1809,A9,-0.028666667,Healthy,7812.5,
1810,A10,-0.028666667,Healthy,3906.25,
1811,B1,0.829333333,Healthy,2e+06,
1812,B2,1.731333333,Healthy,1e+06,
1813,B3,0.762333333,Healthy,5e+05,
1814,B4,0.328333333,Healthy,250000,
1815,B5,0.184333333,Healthy,125000,
1816,B6,0.154333333,Healthy,62500,
1817,B7,0.052333333,Healthy,31250,
1818,B8,0.030333333,Healthy,15625,
1819,B9,-0.011666667,Healthy,7812.5,
1820,B10,0.006333333,Healthy,3906.25,
1821,C1,1.170333333,Healthy,2e+06,
1822,C2,1.480333333,Healthy,1e+06,
1823,C3,0.510333333,Healthy,5e+05,
1824,C4,0.235333333,Healthy,250000,
1825,C5,0.097333333,Healthy,125000,
1826,C6,0.051333333,Healthy,62500,
1827,C7,0.007333333,Healthy,31250,
1828,C8,-0.022666667,Healthy,15625,
1829,C9,-0.030666667,Healthy,7812.5,
1830,C10,-0.034666667,Healthy,3906.25,
1831,D1,0.953333333,Diseased,2e+06,
1832,D2,0.724333333,Diseased,1e+06,
1833,D3,0.289333333,Diseased,5e+05,
1834,D4,0.072333333,Diseased,250000,
1835,D5,0.084333333,Diseased,125000,
1836,D6,-0.027666667,Diseased,62500,
1837,D7,-0.043666667,Diseased,31250,
1838,D8,-0.076666667,Diseased,15625,
1839,D9,-0.104666667,Diseased,7812.5,
1840,D10,-0.111666667,Diseased,3906.25,
1841,E1,0.594333333,Diseased,2e+06,
1842,E2,0.690333333,Diseased,1e+06,
1843,E3,0.251333333,Diseased,5e+05,
1844,E4,0.048333333,Diseased,250000,
1845,E5,-0.050666667,Diseased,125000,
1846,E6,-0.058666667,Diseased,62500,
1847,E7,-0.098666667,Diseased,31250,
1848,E8,-0.103666667,Diseased,15625,
1849,E9,-0.103666667,Diseased,7812.5,
1850,E10,-0.107666667,Diseased,3906.25,
1851,F1,1.484333333,Diseased,2e+06,
1852,F2,1.286333333,Diseased,1e+06,
1853,F3,0.507333333,Diseased,5e+05,
1854,F4,0.279333333,Diseased,250000,
1855,F5,0.038333333,Diseased,125000,
1856,F6,-0.057666667,Diseased,62500,
1857,F7,-0.090666667,Diseased,31250,
1858,F8,-0.106666667,Diseased,15625,
1859,F9,-0.097666667,Diseased,7812.5,
1860,F10,-0.092666667,Diseased,3906.25,
1861,A1,1.742416667,Healthy,2e+06,
1862,A2,1.333416667,Healthy,1e+06,
1863,A3,0.783416667,Healthy,5e+05,
1864,A4,0.314416667,Healthy,250000,
1865,A5,0.179416667,Healthy,125000,
1866,A6,0.107416667,Healthy,62500,
1867,A7,0.058416667,Healthy,31250,
1868,A8,0.039416667,Healthy,15625,
1869,A9,0.030416667,Healthy,7812.5,
1870,A10,0.013416667,Healthy,3906.25,
1871,B1,1.568416667,Healthy,2e+06,
1872,B2,1.574416667,Healthy,1e+06,
1873,B3,1.264416667,Healthy,5e+05,
1874,B4,0.511416667,Healthy,250000,
1875,B5,0.291416667,Healthy,125000,
1876,B6,0.179416667,Healthy,62500,
1877,B7,0.059416667,Healthy,31250,
1878,B8,0.030416667,Healthy,15625,
1879,B9,0.021416667,Healthy,7812.5,
1880,B10,0.006416667,Healthy,3906.25,
1881,C1,1.538416667,Healthy,2e+06,
1882,C2,1.837416667,Healthy,1e+06,
1883,C3,1.257416667,Healthy,5e+05,
1884,C4,0.473416667,Healthy,250000,
1885,C5,0.212416667,Healthy,125000,
1886,C6,0.179416667,Healthy,62500,
1887,C7,0.103416667,Healthy,31250,
1888,C8,0.036416667,Healthy,15625,
1889,C9,0.024416667,Healthy,7812.5,
1890,C10,0.014416667,Healthy,3906.25,
1891,D1,0.874416667,Diseased,2e+06,
1892,D2,0.957416667,Diseased,1e+06,
1893,D3,0.765416667,Diseased,5e+05,
1894,D4,0.184416667,Diseased,250000,
1895,D5,0.052416667,Diseased,125000,
1896,D6,0.039416667,Diseased,62500,
1897,D7,-0.019583333,Diseased,31250,
1898,D8,-0.053583333,Diseased,15625,
1899,D9,-0.048583333,Diseased,7812.5,
1900,D10,-0.072583333,Diseased,3906.25,
1901,E1,0.714416667,Diseased,2e+06,
1902,E2,1.019416667,Diseased,1e+06,
1903,E3,0.581416667,Diseased,5e+05,
1904,E4,0.215416667,Diseased,250000,
1905,E5,0.061416667,Diseased,125000,
1906,E6,0.008416667,Diseased,62500,
1907,E7,-0.047583333,Diseased,31250,
1908,E8,-0.025583333,Diseased,15625,
1909,E9,-0.071583333,Diseased,7812.5,
1910,E10,-0.059583333,Diseased,3906.25,
1911,F1,0.960416667,Diseased,2e+06,
1912,F2,0.858416667,Diseased,1e+06,
1913,F3,0.507416667,Diseased,5e+05,
1914,F4,0.113416667,Diseased,250000,
1915,F5,0.010416667,Diseased,125000,
1916,F6,0.029416667,Diseased,62500,
1917,F7,-0.044583333,Diseased,31250,
1918,F8,-0.053583333,Diseased,15625,
1919,F9,-0.059583333,Diseased,7812.5,
1920,F10,-0.055583333,Diseased,3906.25,
1921,A1,1.943333333,Healthy,2e+06,
1922,A2,1.201333333,Healthy,1e+06,
1923,A3,1.379333333,Healthy,5e+05,
1924,A4,0.689333333,Healthy,250000,
1925,A5,0.265333333,Healthy,125000,
1926,A6,0.073333333,Healthy,62500,
1927,A7,0.020333333,Healthy,31250,
1928,A8,0.000333333,Healthy,15625,
1929,A9,-0.012666667,Healthy,7812.5,
1930,A10,-0.019666667,Healthy,3906.25,
1931,B1,1.449333333,Healthy,2e+06,
1932,B2,0.987333333,Healthy,1e+06,
1933,B3,1.343333333,Healthy,5e+05,
1934,B4,0.675333333,Healthy,250000,
1935,B5,0.231333333,Healthy,125000,
1936,B6,0.072333333,Healthy,62500,
1937,B7,0.019333333,Healthy,31250,
1938,B8,0.003333333,Healthy,15625,
1939,B9,-0.015666667,Healthy,7812.5,
1940,B10,-0.024666667,Healthy,3906.25,
1941,C1,0.656333333,Healthy,2e+06,
1942,C2,2.096333333,Healthy,1e+06,
1943,C3,1.182333333,Healthy,5e+05,
1944,C4,0.653333333,Healthy,250000,
1945,C5,0.198333333,Healthy,125000,
1946,C6,0.071333333,Healthy,62500,
1947,C7,0.017333333,Healthy,31250,
1948,C8,-0.000666667,Healthy,15625,
1949,C9,-0.024666667,Healthy,7812.5,
1950,C10,-0.031666667,Healthy,3906.25,
1951,D1,0.825333333,Diseased,2e+06,
1952,D2,1.088333333,Diseased,1e+06,
1953,D3,0.592333333,Diseased,5e+05,
1954,D4,0.214333333,Diseased,250000,
1955,D5,-0.010666667,Diseased,125000,
1956,D6,-0.060666667,Diseased,62500,
1957,D7,-0.081666667,Diseased,31250,
1958,D8,-0.101666667,Diseased,15625,
1959,D9,-0.088666667,Diseased,7812.5,
1960,D10,-0.098666667,Diseased,3906.25,
1961,E1,0.486333333,Diseased,2e+06,
1962,E2,0.682333333,Diseased,1e+06,
1963,E3,0.672333333,Diseased,5e+05,
1964,E4,0.156333333,Diseased,250000,
1965,E5,-0.006666667,Diseased,125000,
1966,E6,-0.065666667,Diseased,62500,
1967,E7,-0.081666667,Diseased,31250,
1968,E8,-0.078666667,Diseased,15625,
1969,E9,-0.110666667,Diseased,7812.5,
1970,E10,-0.101666667,Diseased,3906.25,
1971,F1,0.460333333,Diseased,2e+06,
1972,F2,1.145333333,Diseased,1e+06,
1973,F3,0.528333333,Diseased,5e+05,
1974,F4,0.093333333,Diseased,250000,
1975,F5,-0.030666667,Diseased,125000,
1976,F6,-0.073666667,Diseased,62500,
1977,F7,-0.087666667,Diseased,31250,
1978,F8,-0.083666667,Diseased,15625,
1979,F9,-0.104666667,Diseased,7812.5,
1980,F10,-0.091666667,Diseased,3906.25,
1981,A1,2.872916667,Healthy,2e+06,
1982,A2,0.316916667,Healthy,1e+06,
1983,A3,0.301916667,Healthy,5e+05,
1984,A4,0.181916667,Healthy,250000,
1985,A5,0.215916667,Healthy,125000,
1986,A6,0.059916667,Healthy,62500,
1987,A7,0.050916667,Healthy,31250,
1988,A8,-0.013083333,Healthy,15625,
1989,A9,0.004916667,Healthy,7812.5,
1990,A10,0.000916667,Healthy,3906.25,
1991,B1,2.105916667,Healthy,2e+06,
1992,B2,0.310916667,Healthy,1e+06,
1993,B3,0.264916667,Healthy,5e+05,
1994,B4,0.335916667,Healthy,250000,
1995,B5,0.160916667,Healthy,125000,
1996,B6,0.044916667,Healthy,62500,
1997,B7,0.033916667,Healthy,31250,
1998,B8,-0.013083333,Healthy,15625,
1999,B9,-0.009083333,Healthy,7812.5,
2000,B10,-0.007083333,Healthy,3906.25,
2001,C1,2.168916667,Healthy,2e+06,
2002,C2,0.438916667,Healthy,1e+06,
2003,C3,0.139916667,Healthy,5e+05,
2004,C4,0.107916667,Healthy,250000,
2005,C5,0.084916667,Healthy,125000,
2006,C6,0.054916667,Healthy,62500,
2007,C7,0.031916667,Healthy,31250,
2008,C8,-0.022083333,Healthy,15625,
2009,C9,-0.028083333,Healthy,7812.5,
2010,C10,-0.010083333,Healthy,3906.25,
2011,D1,1.029916667,Diseased,2e+06,
2012,D2,0.854916667,Diseased,1e+06,
2013,D3,0.219916667,Diseased,5e+05,
2014,D4,0.288916667,Diseased,250000,
2015,D5,0.111916667,Diseased,125000,
2016,D6,-0.029083333,Diseased,62500,
2017,D7,-0.061083333,Diseased,31250,
2018,D8,-0.057083333,Diseased,15625,
2019,D9,-0.083083333,Diseased,7812.5,
2020,D10,-0.092083333,Diseased,3906.25,
2021,E1,1.141916667,Diseased,2e+06,
2022,E2,0.546916667,Diseased,1e+06,
2023,E3,0.401916667,Diseased,5e+05,
2024,E4,0.320916667,Diseased,250000,
2025,E5,0.074916667,Diseased,125000,
2026,E6,-0.036083333,Diseased,62500,
2027,E7,-0.041083333,Diseased,31250,
2028,E8,-0.099083333,Diseased,15625,
2029,E9,-0.103083333,Diseased,7812.5,
2030,E10,-0.105083333,Diseased,3906.25,
2031,F1,0.840916667,Diseased,2e+06,
2032,F2,0.798916667,Diseased,1e+06,
2033,F3,0.387916667,Diseased,5e+05,
2034,F4,0.212916667,Diseased,250000,
2035,F5,0.086916667,Diseased,125000,
2036,F6,0.040916667,Diseased,62500,
2037,F7,-0.053083333,Diseased,31250,
2038,F8,-0.058083333,Diseased,15625,
2039,F9,-0.106083333,Diseased,7812.5,
2040,F10,-0.091083333,Diseased,3906.25,
2041,A1,2.510083333,Healthy,2e+06,
2042,A2,1.487083333,Healthy,1e+06,
2043,A3,0.493083333,Healthy,5e+05,
2044,A4,0.339083333,Healthy,250000,
2045,A5,0.229083333,Healthy,125000,
2046,A6,0.112083333,Healthy,62500,
2047,A7,0.038083333,Healthy,31250,
2048,A8,0.045083333,Healthy,15625,
2049,A9,0.044083333,Healthy,7812.5,
2050,A10,0.031083333,Healthy,3906.25,
2051,B1,2.708083333,Healthy,2e+06,
2052,B2,2.095083333,Healthy,1e+06,
2053,B3,0.641083333,Healthy,5e+05,
2054,B4,0.904083333,Healthy,250000,
2055,B5,0.309083333,Healthy,125000,
2056,B6,0.139083333,Healthy,62500,
2057,B7,0.066083333,Healthy,31250,
2058,B8,0.057083333,Healthy,15625,
2059,B9,0.041083333,Healthy,7812.5,
2060,B10,0.030083333,Healthy,3906.25,
2061,C1,3.039083333,Healthy,2e+06,
2062,C2,1.473083333,Healthy,1e+06,
2063,C3,1.331083333,Healthy,5e+05,
2064,C4,0.258083333,Healthy,250000,
2065,C5,0.207083333,Healthy,125000,
2066,C6,0.239083333,Healthy,62500,
2067,C7,0.049083333,Healthy,31250,
2068,C8,0.045083333,Healthy,15625,
2069,C9,0.037083333,Healthy,7812.5,
2070,C10,0.018083333,Healthy,3906.25,
2071,D1,1.061083333,Diseased,2e+06,
2072,D2,1.137083333,Diseased,1e+06,
2073,D3,0.737083333,Diseased,5e+05,
2074,D4,0.344083333,Diseased,250000,
2075,D5,0.211083333,Diseased,125000,
2076,D6,0.056083333,Diseased,62500,
2077,D7,-0.032916667,Diseased,31250,
2078,D8,-0.043916667,Diseased,15625,
2079,D9,-0.026916667,Diseased,7812.5,
2080,D10,-0.044916667,Diseased,3906.25,
2081,E1,1.053083333,Diseased,2e+06,
2082,E2,1.189083333,Diseased,1e+06,
2083,E3,0.567083333,Diseased,5e+05,
2084,E4,0.183083333,Diseased,250000,
2085,E5,0.046083333,Diseased,125000,
2086,E6,-0.027916667,Diseased,62500,
2087,E7,-0.050916667,Diseased,31250,
2088,E8,-0.041916667,Diseased,15625,
2089,E9,-0.054916667,Diseased,7812.5,
2090,E10,-0.051916667,Diseased,3906.25,
2091,F1,0.712083333,Diseased,2e+06,
2092,F2,1.056083333,Diseased,1e+06,
2093,F3,0.390083333,Diseased,5e+05,
2094,F4,0.143083333,Diseased,250000,
2095,F5,0.020083333,Diseased,125000,
2096,F6,-0.030916667,Diseased,62500,
2097,F7,-0.058916667,Diseased,31250,
2098,F8,-0.051916667,Diseased,15625,
2099,F9,-0.043916667,Diseased,7812.5,
2100,F10,-0.052916667,Diseased,3906.25,
2101,A1,1.499833333,Healthy,2e+06,
2102,A2,1.638833333,Healthy,1e+06,
2103,A3,0.795833333,Healthy,5e+05,
2104,A4,0.546833333,Healthy,250000,
2105,A5,0.287833333,Healthy,125000,
2106,A6,0.145833333,Healthy,62500,
2107,A7,0.061833333,Healthy,31250,
2108,A8,0.010833333,Healthy,15625,
2109,A9,-0.009166667,Healthy,7812.5,
2110,A10,-0.014166667,Healthy,3906.25,
2111,B1,1.645833333,Healthy,2e+06,
2112,B2,1.734833333,Healthy,1e+06,
2113,B3,1.195833333,Healthy,5e+05,
2114,B4,0.483833333,Healthy,250000,
2115,B5,0.313833333,Healthy,125000,
2116,B6,0.143833333,Healthy,62500,
2117,B7,0.056833333,Healthy,31250,
2118,B8,0.005833333,Healthy,15625,
2119,B9,-0.013166667,Healthy,7812.5,
2120,B10,-0.016166667,Healthy,3906.25,
2121,C1,2.087833333,Healthy,2e+06,
2122,C2,1.836833333,Healthy,1e+06,
2123,C3,1.295833333,Healthy,5e+05,
2124,C4,0.548833333,Healthy,250000,
2125,C5,0.239833333,Healthy,125000,
2126,C6,0.146833333,Healthy,62500,
2127,C7,0.046833333,Healthy,31250,
2128,C8,0.000833333,Healthy,15625,
2129,C9,-0.010166667,Healthy,7812.5,
2130,C10,-0.024166667,Healthy,3906.25,
2131,D1,0.779833333,Diseased,2e+06,
2132,D2,0.643833333,Diseased,1e+06,
2133,D3,0.285833333,Diseased,5e+05,
2134,D4,0.114833333,Diseased,250000,
2135,D5,-0.004166667,Diseased,125000,
2136,D6,-0.048166667,Diseased,62500,
2137,D7,-0.086166667,Diseased,31250,
2138,D8,-0.097166667,Diseased,15625,
2139,D9,-0.089166667,Diseased,7812.5,
2140,D10,-0.095166667,Diseased,3906.25,
2141,E1,0.900833333,Diseased,2e+06,
2142,E2,0.723833333,Diseased,1e+06,
2143,E3,0.462833333,Diseased,5e+05,
2144,E4,0.109833333,Diseased,250000,
2145,E5,0.062833333,Diseased,125000,
2146,E6,-0.055166667,Diseased,62500,
2147,E7,-0.063166667,Diseased,31250,
2148,E8,-0.083166667,Diseased,15625,
2149,E9,-0.089166667,Diseased,7812.5,
2150,E10,-0.095166667,Diseased,3906.25,
2151,F1,0.939833333,Diseased,2e+06,
2152,F2,0.678833333,Diseased,1e+06,
2153,F3,0.420833333,Diseased,5e+05,
2154,F4,0.077833333,Diseased,250000,
2155,F5,0.042833333,Diseased,125000,
2156,F6,-0.031166667,Diseased,62500,
2157,F7,-0.068166667,Diseased,31250,
2158,F8,-0.098166667,Diseased,15625,
2159,F9,-0.099166667,Diseased,7812.5,
2160,F10,-0.099166667,Diseased,3906.25,
2161,A1,-0.079833333,Healthy,2e+06,
2162,A2,-0.079833333,Healthy,1e+06,
2163,A3,-0.079833333,Healthy,5e+05,
2164,A4,-0.079833333,Healthy,250000,
2165,A5,-0.079833333,Healthy,125000,
2166,A6,-0.079833333,Healthy,62500,
2167,A7,-0.079833333,Healthy,31250,
2168,A8,-0.079833333,Healthy,15625,
2169,A9,-0.079833333,Healthy,7812.5,
2170,A10,-0.079833333,Healthy,3906.25,
2171,B1,-0.079833333,Healthy,2e+06,
2172,B2,-0.079833333,Healthy,1e+06,
2173,B3,-0.079833333,Healthy,5e+05,
2174,B4,-0.079833333,Healthy,250000,
2175,B5,-0.079833333,Healthy,125000,
2176,B6,-0.079833333,Healthy,62500,
2177,B7,-0.079833333,Healthy,31250,
2178,B8,-0.079833333,Healthy,15625,
2179,B9,-0.079833333,Healthy,7812.5,
2180,B10,-0.079833333,Healthy,3906.25,
2181,C1,-0.079833333,Healthy,2e+06,
2182,C2,-0.079833333,Healthy,1e+06,
2183,C3,-0.079833333,Healthy,5e+05,
2184,C4,-0.079833333,Healthy,250000,
2185,C5,-0.079833333,Healthy,125000,
2186,C6,-0.079833333,Healthy,62500,
2187,C7,-0.079833333,Healthy,31250,
2188,C8,-0.079833333,Healthy,15625,
2189,C9,-0.079833333,Healthy,7812.5,
2190,C10,-0.079833333,Healthy,3906.25,
2191,D1,-0.079833333,Diseased,2e+06,
2192,D2,-0.079833333,Diseased,1e+06,
2193,D3,-0.079833333,Diseased,5e+05,
2194,D4,-0.079833333,Diseased,250000,
2195,D5,-0.079833333,Diseased,125000,
2196,D6,-0.079833333,Diseased,62500,
2197,D7,-0.079833333,Diseased,31250,
2198,D8,-0.079833333,Diseased,15625,
2199,D9,-0.079833333,Diseased,7812.5,
2200,D10,-0.079833333,Diseased,3906.25,
2201,E1,-0.079833333,Diseased,2e+06,
